Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL20825,"Illumina HiSeq 2500 (Cucumis sativus)","high-throughput sequencing","Cucumis sativus",0,0,0,"GEO","Aug 19, 2015"
GPL20826,"Illumina HiSeq 2500 (Botrytis cinerea)","high-throughput sequencing","Botrytis cinerea",0,0,0,"GEO","Aug 19, 2015"
GPL20828,"Illumina NextSeq 500 (Danio rerio)","high-throughput sequencing","Danio rerio",0,0,0,"GEO","Aug 19, 2015"
GPL20811,"PKUISB Mouse Dusp family member expression profile PCR array","RT-PCR","Mus musculus",24,0,0,"Dan Lu","Aug 18, 2015"
GPL20813,"Illumina Genome Analyzer IIx (Clostridium perfringens)","high-throughput sequencing","Clostridium perfringens",0,0,0,"GEO","Aug 18, 2015"
GPL20815,"Illumina HiSeq 2000 (Francisella tularensis subsp. novicida U112)","high-throughput sequencing","Francisella tularensis subsp. novicida U112",0,2,1,"GEO","Aug 18, 2015"
GPL20816,"Illumina HiSeq 2000 (Erythranthe guttata)","high-throughput sequencing","Erythranthe guttata",0,0,0,"GEO","Aug 18, 2015"
GPL20818,"Illumina HiSeq 2000 (Sorghum bicolor)","high-throughput sequencing","Sorghum bicolor",0,0,0,"GEO","Aug 18, 2015"
GPL20819,"Illumina MiSeq (Oryza sativa)","high-throughput sequencing","Oryza sativa",0,0,0,"GEO","Aug 18, 2015"
GPL20809,"Illumina MiSeq (Sus scrofa)","high-throughput sequencing","Sus scrofa",0,0,0,"GEO","Aug 17, 2015"
GPL20810,"Illumina HiSeq 2000 (Thermoproteus tenax)","high-throughput sequencing","Thermoproteus tenax",0,0,0,"GEO","Aug 17, 2015"
GPL19596,"NanoString nCounter miRNA expression assay (miRBase 21)","other","Mus musculus",121,0,0,"Ajit Vikram","Aug 15, 2015"
GPL20785,"Agilent-017566 Yeast Microarray (Probe Name version)","in situ oligonucleotide","Saccharomyces cerevisiae",6316,30,1,"Fred Winston","Aug 15, 2015"
GPL20807,"BC016 Archaea Array","spotted oligonucleotide","Archaea",99,85,1,"Bess B Ward","Aug 15, 2015"
GPL15961,"Invitrogen/INIA 96 qRT-PCR trout infection VHSV_NV","RT-PCR","Oncorhynchus mykiss",96,0,0,"Julio M Coll","Aug 14, 2015"
GPL19121,"[FRAGDIFFa520673F] Affymetrix B. fragilis NCTC 9343 and C. difficile 630 array","in situ oligonucleotide","Bacteroides fragilis NCTC 9343;Peptoclostridium difficile 630",8729,20,1,"Justin L Sonnenburg","Aug 13, 2015"
GPL20803,"Illumina HiSeq 1500 (Burkholderia caribensis)","high-throughput sequencing","Burkholderia caribensis",0,0,0,"GEO","Aug 13, 2015"
GPL20804,"Illumina HiSeq 2000 (Burkholderia caribensis)","high-throughput sequencing","Burkholderia caribensis",0,0,0,"GEO","Aug 13, 2015"
GPL20805,"Illumina Genome Analyzer (Ambystoma mexicanum)","high-throughput sequencing","Ambystoma mexicanum",0,0,0,"GEO","Aug 13, 2015"
GPL19903,"Agilent_045521_wheat_5Aphysical_map_8x15k","in situ oligonucleotide","Triticum aestivum",12782,118,1,"Delfina Barabaschi","Aug 12, 2015"
GPL19071,"Exiqon miRCURY LNA microRNA array; 7th generation REV - hsa, mmu & rno; batch 208520-22; lot 35101-35101 (miRBase 19.0)","spotted oligonucleotide","BK polyomavirus;Cytomegalovirus;Homo sapiens;Human herpesvirus 1;Human herpesvirus 2;Human immunodeficiency virus 1;JC polyomavirus;Lymphocryptovirus;Merkel cell polyomavirus;Rhadinovirus;Simian virus 40",3541,5,1,"Pengfei Li","Aug 12, 2015"
GPL20798,"Illumina HiSeq 2500 (Haematococcus pluvialis)","high-throughput sequencing","Haematococcus pluvialis",0,0,0,"GEO","Aug 12, 2015"
GPL20799,"Illumina HiSeq 2500 (Peptoclostridium difficile)","high-throughput sequencing","Peptoclostridium difficile",0,0,0,"GEO","Aug 12, 2015"
GPL20794,"miRCURY LNA microRNA Array, v.10.0 - hsa, mmu & rno","spotted oligonucleotide","BK polyomavirus;Homo sapiens;Human herpesvirus 1;Human herpesvirus 4;Human herpesvirus 5;Human herpesvirus 8;Human immunodeficiency virus 1;JC polyomavirus;Murid herpesvirus 1;Murid herpesvirus 4;Mus musculus;Rattus norvegicus;Simian virus 40",1271,14,1,"Jesús Pérez Losada","Aug 11, 2015"
GPL20795,"HiSeq X Ten (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,0,0,"GEO","Aug 11, 2015"
GPL20797,"Illumina HiSeq 2000 (Rattus rattus)","high-throughput sequencing","Rattus rattus",0,0,0,"GEO","Aug 11, 2015"
GPL20786,"Illumina MiSeq (Pseudomonas aeruginosa PAO1)","high-throughput sequencing","Pseudomonas aeruginosa PAO1",0,0,0,"GEO","Aug 10, 2015"
GPL20787,"Illumina HiSeq 2500 (Saccharomyces paradoxus)","high-throughput sequencing","Saccharomyces paradoxus",0,5,3,"GEO","Aug 10, 2015"
GPL20788,"Illumina HiSeq 2500 (Saccharomyces mikatae)","high-throughput sequencing","Saccharomyces mikatae",0,4,3,"GEO","Aug 10, 2015"
GPL20789,"Illumina HiSeq 2500 (Saccharomyces kudriavzevii)","high-throughput sequencing","Saccharomyces kudriavzevii",0,4,3,"GEO","Aug 10, 2015"
GPL20792,"Illumina HiSeq 2000 (Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028)","high-throughput sequencing","Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028",0,0,0,"GEO","Aug 10, 2015"
GPL20793,"Illumina Genome Analyzer II (Colletotrichum graminicola)","high-throughput sequencing","Colletotrichum graminicola",0,0,0,"GEO","Aug 10, 2015"
GPL20781,"Agilent-034592 Arabidopsis thaliana PSC_Custom","in situ oligonucleotide","Arabidopsis thaliana",52631,12,1,"Kaori Sako","Aug 08, 2015"
GPL19066,"Exiqon microRNA Ready-to-Use PCR, Human panel I+II, V3.R","RT-PCR","Homo sapiens",760,10,2,"Rossella Manfredini","Aug 07, 2015"
GPL20778,"Sphingobium whole ORF oligonucleotide array","spotted oligonucleotide","Sphingobium sp. SYK-6",5760,15,3,"Hirofumi Hara","Aug 07, 2015"
GPL20783,"Illumina Genome Analyzer IIx (Pseudomonas putida)","high-throughput sequencing","Pseudomonas putida",0,0,0,"GEO","Aug 07, 2015"
GPL20784,"Illumina MiSeq (Caulobacter crescentus NA1000)","high-throughput sequencing","Caulobacter crescentus NA1000",0,0,0,"GEO","Aug 07, 2015"
GPL19906,"miRCURY LNA microRNA Array, 7th Gen [lot35006]","spotted oligonucleotide","Homo sapiens",0,6,1,"James M Donahue","Aug 06, 2015"
GPL20773,"Agilent-040558","in situ oligonucleotide","human gut metagenome",4441,30,1,"william tottey","Aug 06, 2015"
GPL20780,"Illumina HiSeq 2000 (soil metagenome)","high-throughput sequencing","soil metagenome",0,0,0,"GEO","Aug 06, 2015"
GPL19865,"Agilent-036610 Streptomyces clavuligerus  DDTS2_matrizv1","in situ oligonucleotide","Streptomyces clavuligerus",15744,12,1,"Paloma Liras","Aug 05, 2015"
GPL20774,"Illumina HiSeq 2500 (Stenotrophomonas maltophilia K279a)","high-throughput sequencing","Stenotrophomonas maltophilia K279a",0,0,0,"GEO","Aug 05, 2015"
GPL20775,"[MTA-1_0] Affymetrix Mouse Transcriptome Array 1.0 [transcript (gene) CSV version]","in situ oligonucleotide","Mus musculus",73070,0,0,"Affymetrix, Inc.","Aug 05, 2015"
GPL20776,"Illumina HiSeq 2000 (Acomys cahirinus)","high-throughput sequencing","Acomys cahirinus",0,0,0,"GEO","Aug 05, 2015"
GPL18940,"miRCURY LNA microRNA Array, 6th generation - hsa, mmu & rno [miRBase 18.0]","spotted oligonucleotide","synthetic construct",2672,9,1,"guifa li","Aug 04, 2015"
GPL20182,"[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [Gene Symbol Version]","in situ oligonucleotide","Homo sapiens",20184,0,0,"GEO admin","Aug 04, 2015"
GPL20761,"Agilent-019569 ECUST Subtilis 8*15K v1.0 (Probe Name version)","spotted oligonucleotide","Bacillus subtilis subsp. subtilis str. 168",12480,4,1,"GEO admin","Aug 04, 2015"
GPL20762,"[miRNA-3] Affymetrix Multispecies miRNA-3 Array [CDF: miRNA30_Hs_MIRBASEF_16.0.0]","in situ oligonucleotide","synthetic construct",3194,136,1,"Mireia Arnedo","Aug 04, 2015"
GPL20768,"[BovGene-1_1-st] Bovine Gene 1.1 ST Array [transcript (gene) version]","in situ oligonucleotide","Bos taurus",26773,24,1,"Affymetrix, Inc.","Aug 04, 2015"
GPL20771,"Ion Torrent PGM (Rhodobacter capsulatus)","high-throughput sequencing","Rhodobacter capsulatus",0,0,0,"GEO","Aug 04, 2015"
GPL20772,"Illumina HiSeq 2000 (Schistosoma japonicum)","high-throughput sequencing","Schistosoma japonicum",0,0,0,"GEO","Aug 04, 2015"
GPL20764,"Illumina HiSeq 2000 (Clavispora lusitaniae)","high-throughput sequencing","Clavispora lusitaniae",0,0,0,"GEO","Aug 03, 2015"
GPL20765,"Illumina HiSeq 2500 (Clavispora lusitaniae)","high-throughput sequencing","Clavispora lusitaniae",0,0,0,"GEO","Aug 03, 2015"
GPL20766,"[Mouse4302_Mm_ENSG] Affymetrix GeneChip Mouse Genome 430 2.0 Array [CDF: Mouse4302_Mm_ENSG_17.0.0]","in situ oligonucleotide","Mus musculus",17204,0,0,"GEO admin","Aug 03, 2015"
GPL19084,"CCDTM miRNA-version 5","spotted oligonucleotide","Homo sapiens;Human herpesvirus 4;Human herpesvirus 8;Mus musculus;Rattus norvegicus;Simian virus 40",1920,15,1,"Jiaqiang Ren","Aug 01, 2015"
GPL19612,"Agilent-062918 OE Human lncRNA Microarray V4.0 028004 [Probe Name version]","in situ oligonucleotide","Homo sapiens",111088,6,1,"Feilin Cao","Aug 01, 2015"
GPL20164,"Human Genome OpArray (OpHuman+samps_annot14082009)","spotted oligonucleotide","Homo sapiens",37584,0,0,"Cecilia M. Williams","Aug 01, 2015"
GPL20729,"Agilent-028944 human B w 20 w 27 8x60 [Feature Number version]","in situ oligonucleotide","Homo sapiens",62976,24,1,"Phillip Dalton Bowman","Aug 01, 2015"
GPL20759,"BioMark Real-Time PCR system assay panel","RT-PCR","Mus musculus",174,0,0,"yukiko maeda","Aug 01, 2015"
GPL20190,"NCSU C. bescii 3K v1.0","spotted oligonucleotide","Caldicellulosiruptor bescii",2674,1,1,"Jeffrey Zurawski","Jul 31, 2015"
GPL20191,"NCSU C. kronotskyensis 3K v1.0","spotted oligonucleotide","Caldicellulosiruptor kronotskyensis",2583,1,1,"Jeffrey Zurawski","Jul 31, 2015"
GPL20757,"Illumina HiSeq 2500 (Marmota monax)","high-throughput sequencing","Marmota monax",0,203,1,"GEO","Jul 31, 2015"
GPL20758,"Illumina Genome Analyzer (Pseudomonas aeruginosa PA14)","high-throughput sequencing","Pseudomonas aeruginosa PA14",0,0,0,"GEO","Jul 31, 2015"
GPL20760,"Illumina Genome Analyzer (Fusarium graminearum)","high-throughput sequencing","Fusarium graminearum",0,6,1,"GEO","Jul 31, 2015"
GPL19457,"Custom 720K array (100914_HG19_IS_CGH_HX3, OID: 31268, Roche-NimbleGen Madison, WI, USA)","in situ oligonucleotide","Homo sapiens",720147,63,1,"Arkadiusz Piotrowski","Jul 30, 2015"
GPL19619,"Agilent-026000 Homo sapiens NF1_array 025961","in situ oligonucleotide","Homo sapiens",15744,3,1,"Arkadiusz Piotrowski","Jul 30, 2015"
GPL20751,"LC Sciences MRA-1001-UNT_042313_miRHuman_19 (miRNA_ID version)","in situ oligonucleotide","Homo sapiens",1155,2,1,"Fazlul H. Sarkar","Jul 30, 2015"
GPL20749,"Clostridium thermocellum ATCC 27405 HX12 array (3 x 720k array)","in situ oligonucleotide","Ruminiclostridium thermocellum ATCC 27405",64005,32,1,"Kyle Sander","Jul 29, 2015"
GPL20753,"Illumina HiSeq 2000 (Staphylococcus aureus subsp. aureus ST398)","high-throughput sequencing","Staphylococcus aureus subsp. aureus ST398",0,0,0,"GEO","Jul 29, 2015"
GPL20754,"Illumina HiSeq 2000 (Staphylococcus aureus CN79)","high-throughput sequencing","Staphylococcus aureus CN79",0,0,0,"GEO","Jul 29, 2015"
GPL20733,"NimbleGen Theileria annulata and Bos taurus expression array [2006-10-17_AT_T_annulata]","in situ oligonucleotide","Bos taurus;Theileria annulata",3802,20,1,"William Weir","Jul 28, 2015"
GPL20747,"Illumina HiSeq 2000 (Phoenix dactylifera)","high-throughput sequencing","Phoenix dactylifera",0,0,0,"GEO","Jul 28, 2015"
GPL20750,"Illumina HiSeq 2000 (Mycoplasma pneumoniae)","high-throughput sequencing","Mycoplasma pneumoniae",0,0,0,"GEO","Jul 28, 2015"
GPL19768,"Bacillus cereus ATCC 14579 - design 3","in situ oligonucleotide","Bacillus cereus ATCC 14579",5270,24,1,"Jos Boekhorst","Jul 27, 2015"
GPL20715,"Illumina Mouse Ref8 v2.0 expression beadchip","oligonucleotide beads","Mus musculus",17951,24,1,"Rebekah Karns","Jul 27, 2015"
GPL20737,"Illumina HiSeq 2500 (Arachis duranensis)","high-throughput sequencing","Arachis duranensis",0,0,0,"GEO","Jul 27, 2015"
GPL20738,"Illumina HiSeq 2500 (Arachis ipaensis)","high-throughput sequencing","Arachis ipaensis",0,0,0,"GEO","Jul 27, 2015"
GPL20743,"Illumina Genome Analyzer II (Penicillium oxalicum)","high-throughput sequencing","Penicillium oxalicum",0,4,1,"GEO","Jul 27, 2015"
GPL20744,"Illumina HiSeq 2500 (Carollia perspicillata)","high-throughput sequencing","Carollia perspicillata",0,4,1,"GEO","Jul 27, 2015"
GPL17517,"Agilent-036117 SurePrint G3 Arabidopsis splice-junction and alternative splicing 4x180K Microarray (Probe Name version)","in situ oligonucleotide","Arabidopsis thaliana",173953,3,2,"Chiung-Swey Joanne Chang","Jul 26, 2015"
GPL20730,"Illumina HiSeq 2000 (Botryococcus braunii)","high-throughput sequencing","Botryococcus braunii",0,4,1,"GEO","Jul 24, 2015"
GPL20734,"Illumina HiSeq 2000 (Euphorbia esula)","high-throughput sequencing","Euphorbia esula",0,16,2,"GEO","Jul 24, 2015"
GPL20735,"LC sciences MRA-1003_miRRat_17","in situ oligonucleotide","Rattus norvegicus",3687,0,0,"GEO admin","Jul 24, 2015"
GPL20716,"Agilent-033677 Biomphalaria glabrata Transcriptome v2_13Apr11 030447","in situ oligonucleotide","Biomphalaria glabrata",62976,32,2,"Si-Ming Zhang","Jul 23, 2015"
GPL20727,"NimbleGen marine metagenome array [XM_Nov2012_RMB]","in situ oligonucleotide","marine metagenome",4318,17,1,"Xavier Mayali","Jul 23, 2015"
GPL17519,"Agilent-043287 Hsa miRNA microarray v18  [Probe Name version]","in situ oligonucleotide","Homo sapiens",4967,23,1,"Karin Weber","Jul 22, 2015"
GPL13969,"29K Cotton Genome Array","spotted DNA/cDNA","Gossypium hirsutum",28196,15,1,"Lu You Yuan","Jul 22, 2015"
GPL19028,"Agilent-049625 Bos taurus_miRNA","in situ oligonucleotide","Bos taurus",62976,0,0,"Zofia Wicik","Jul 22, 2015"
GPL19893,"Agilent-037880/INRA Sus scrofa 60K v1 (enriched with immune system muscle and adipose tissue genes) [Probe names]","in situ oligonucleotide","Sus scrofa",60362,120,1,"Alix Pierron","Jul 22, 2015"
GPL19916,"KRIBB Hansenula 17K v1.0","spotted DNA/cDNA","Ogataea angusta",12288,17,3,"Hye Yun Moon","Jul 22, 2015"
GPL20722,"mirVana miRNA Probe Set and customized panel","spotted oligonucleotide","Homo sapiens;Mus musculus;Rattus norvegicus",355,2,1,"Yu-Hua Tseng","Jul 22, 2015"
GPL20725,"NimbleGen CGH 12x135K Microarray","spotted oligonucleotide","Triticum aestivum",46221,96,1,"Yi Wang","Jul 22, 2015"
GPL20726,"Agilent-030493 SurePrint G3 Mouse Exon 4x180K Microarray (Probe Name version)","in situ oligonucleotide","Mus musculus",166136,0,0,"GEO admin","Jul 22, 2015"
GPL20712,"Agilent-070156 Human miRNA","in situ oligonucleotide","Homo sapiens",2570,15,2,"Changqing Su","Jul 21, 2015"
GPL20714,"Agilent-034627 AE2011SS Aedes aegypti array","in situ oligonucleotide","Aedes aegypti",62976,0,0,"George Dimopoulos","Jul 21, 2015"
GPL20718,"Illumina HiSeq 2000 (Capsaspora owczarzaki)","high-throughput sequencing","Capsaspora owczarzaki",0,0,0,"GEO","Jul 21, 2015"
GPL20719,"Illumina MiSeq (Nesterenkonia sp. AN1)","high-throughput sequencing","Nesterenkonia sp. AN1",0,4,1,"GEO","Jul 21, 2015"
GPL20720,"Illumina HiSeq 2500 (Neisseria gonorrhoeae)","high-throughput sequencing","Neisseria gonorrhoeae",0,5,1,"GEO","Jul 21, 2015"
GPL20721,"Illumina Genome Analyzer IIx (Neisseria gonorrhoeae)","high-throughput sequencing","Neisseria gonorrhoeae",0,3,1,"GEO","Jul 21, 2015"
GPL20723,"Illumina HiSeq 2000 (Bos indicus)","high-throughput sequencing","Bos indicus",0,0,0,"GEO","Jul 21, 2015"
GPL20724,"Illumina HiSeq 2000 (Bacillus thuringiensis)","high-throughput sequencing","Bacillus thuringiensis",0,0,0,"GEO","Jul 21, 2015"
GPL20665,"Biomark 96.96 dynamic array single-cell real-time qRT-PCR","RT-PCR","Homo sapiens",116,1293,3,"Devon Lawson","Jul 20, 2015"
GPL20710,"[MoGene-2_0-st] Affymetrix Mouse Gene 2.0 ST Array (mogene20st_Mm_ENTREZG_19)","in situ oligonucleotide","Mus musculus",24973,0,0,"GEO admin","Jul 20, 2015"
GPL20711,"Illumina HiSeq 2000 (Astragalus chrysochlorus)","high-throughput sequencing","Astragalus chrysochlorus",0,0,0,"GEO","Jul 20, 2015"
GPL20713,"Illumina HiSeq 2000 (Drosophila mettleri)","high-throughput sequencing","Drosophila mettleri",0,0,0,"GEO","Jul 20, 2015"
GPL18617,"Schistosoma japonicum 12 x 135k microarray","in situ oligonucleotide","Schistosoma japonicum",41982,24,1,"Shuai Liu","Jul 19, 2015"
GPL20706,"Agilent-22020 Dictyostelium discoideum AX2 16K array","in situ oligonucleotide","Dictyostelium discoideum AX2",15744,112,1,"Bharat Ravi Iyengar","Jul 18, 2015"
GPL20709,"Agilent-066044 OE Custom Bacillus subtilis GE Microarray [Probe Name version]","in situ oligonucleotide","Bacillus subtilis",6828,0,0,"weiying wang","Jul 18, 2015"
GPL20109,"miRCURY LNA Universal RT microRNA V2.M and V2.R (panel I+II)","RT-PCR","Homo sapiens",768,10,1,"Xiaoping Su","Jul 17, 2015"
GPL20699,"nCounter® Human miRNA Assay (v1.0, Nanostring)","other","Homo sapiens",734,263,1,"Jeff Bruce","Jul 17, 2015"
GPL20707,"Illumina HumanHap650Yv3 Genotyping BeadChip (HumanHap650Yv3_A; Name version)","oligonucleotide beads","Homo sapiens",660918,6,1,"GEO admin","Jul 17, 2015"
GPL20700,"Illumina HiSeq 2000 (Nitrosomonas europaea)","high-throughput sequencing","Nitrosomonas europaea",0,0,0,"GEO","Jul 16, 2015"
GPL20703,"Applied Biosystems Taqman Array Rodent MicroRNA CardA v3.0","RT-PCR","Mus musculus",384,0,0,"GEO admin","Jul 16, 2015"
GPL20704,"Applied Biosystems Taqman Array Rodent MicroRNA CardB v3.0","RT-PCR","Mus musculus",384,0,0,"GEO admin","Jul 16, 2015"
GPL20705,"Illumina HiSeq 2500 (Neurospora crassa)","high-throughput sequencing","Neurospora crassa",0,0,0,"GEO","Jul 16, 2015"
GPL20573,"Broad Institute Human L1000 epsilon","oligonucleotide beads","Homo sapiens",22268,78980,8,"Aravind Subramanian","Jul 15, 2015"
GPL20687,"Applied Biosystems Rodent MicroRNA Cards (A+B Cards)","RT-PCR","Mus musculus",768,4,1,"Hayato Go","Jul 15, 2015"
GPL20692,"Mouse siRNA screening array","other","Mus musculus",19584,4,1,"Alessia Deglincerti","Jul 15, 2015"
GPL20694,"Illumina HiSeq 2000 (Petunia x hybrida)","high-throughput sequencing","Petunia x hybrida",0,0,0,"GEO","Jul 15, 2015"
GPL20695,"[RheGene-1_1-st] Rhesus Gene 1.1 ST Array [transcript (gene) version]","in situ oligonucleotide","Macaca mulatta",40489,0,0,"Affymetrix, Inc.","Jul 15, 2015"
GPL20696,"Ion Torrent Proton (Arabidopsis thaliana)","high-throughput sequencing","Arabidopsis thaliana",0,0,0,"GEO","Jul 15, 2015"
GPL20697,"AB SOLiD System 3.0 (Fundulus heteroclitus)","high-throughput sequencing","Fundulus heteroclitus",0,4,1,"GEO","Jul 15, 2015"
GPL20698,"Illumina HiSeq 2000 (Polistes fuscatus)","high-throughput sequencing","Polistes fuscatus",0,17,1,"GEO","Jul 15, 2015"
GPL19957,"Fluidigm 96×96 nanofluidic arrays for  96 genes: blood informative transcripts","RT-PCR","Homo sapiens",92,87,2,"Monica L. Rojas-Peña","Jul 14, 2015"
GPL20684,"Agilent-053929 Tetranychus cinnabarinus [Probe name version]","in situ oligonucleotide","Tetranychus cinnabarinus",656,8,1,"Zhifeng Xu","Jul 14, 2015"
GPL20685,"Exiqon Human miRCURY LNA  RT miRNA PCR","RT-PCR","Homo sapiens",46,24,1,"José Ramón Lamas Lamas","Jul 14, 2015"
GPL20686,"Agilent-069507 ArrayXS_Danio_rerio_V1 (Probe Name version)","in situ oligonucleotide","Danio rerio",60078,6,1,"Michael Patrick Housley","Jul 14, 2015"
GPL20688,"Illumina MiSeq (Dunaliella tertiolecta)","high-throughput sequencing","Dunaliella tertiolecta",0,6,1,"GEO","Jul 14, 2015"
GPL20689,"Agilent-021828 Unrestricted Mouse miRNA Microarray (V2) (Probe name version)","in situ oligonucleotide","Mus musculus",1880,0,0,"Agilent Technologies","Jul 14, 2015"
GPL20690,"Illumina NextSeq 500 (Sorghum bicolor)","high-throughput sequencing","Sorghum bicolor",0,0,0,"GEO","Jul 14, 2015"
GPL20691,"Illumina MiSeq (Bacillus subtilis PY79)","high-throughput sequencing","Bacillus subtilis PY79",0,2,1,"GEO","Jul 14, 2015"
GPL19830,"Agilent-034592 Arabidopsis thaliana PSC_Custom","in situ oligonucleotide","Arabidopsis thaliana",33290,12,1,"Motoaki Seki","Jul 13, 2015"
GPL20622,"Custom Agilent S. cerevisiae 8x15k Gene expresssion (AMADID: 016333) designed by Genotypic Technology Private LTD","in situ oligonucleotide","Saccharomyces cerevisiae",6227,0,0,"Malathi Srinivasan","Jul 13, 2015"
GPL20678,"Rattus norvegicus CNS Array","spotted oligonucleotide","Rattus norvegicus",1152,6,3,"Frank Stahl","Jul 11, 2015"
GPL20674,"29K Arabidopsis Array","spotted oligonucleotide","Arabidopsis thaliana",31180,6,1,"hongtao Ji","Jul 10, 2015"
GPL20675,"Mycroarray.com Escherichia coli K-12 3X15","in situ oligonucleotide","Escherichia coli K-12",4294,3,1,"sun wook Jeong","Jul 10, 2015"
GPL20677,"Illumina HiSeq 2500 (Mycobacterium tuberculosis H37Rv)","high-throughput sequencing","Mycobacterium tuberculosis H37Rv",0,0,0,"GEO","Jul 10, 2015"
GPL20303,"Agilent-062168 Bovine-miRNA-v19_60K","in situ oligonucleotide","Bos taurus",744,0,0,"Susumu Muroya","Jul 09, 2015"
